first_name,last_name,full_name,position,committee,date,work_place,role,raw_line 
רעיה,עדני,רעיה עדני,"רפרנטית מים באגף תקציבים, משרד האוצר",5,2017-01-04,משרד האוצר,רפרנטית מים באגף תקציבים,"רעיה עדני - רפרנטית מים באגף תקציבים, משרד האוצר"
נעמי,ברנפלד,נעמי ברנפלד,"הלשכה המשפטית, משרד האוצר",5,2017-01-04,משרד האוצר,הלשכה המשפטית,"נעמי ברנפלד - הלשכה המשפטית, משרד האוצר"
שירה,ברגמן,שירה ברגמן,"רכזת מים וחקלאות באגף תקציבים, משרד האוצר",5,2017-01-04,משרד האוצר,רכזת מים וחקלאות באגף תקציבים,"שירה ברגמן - רכזת מים וחקלאות באגף תקציבים, משרד האוצר"
מעין,פורת גנץ,מעין פורת גנץ,"עורכת דין, לשכה משפטית, המשרד להגנת הסביבה",5,2017-01-04,"לשכה משפטית, המשרד להגנת הסביבה",עורכת דין,"מעין פורת גנץ - עורכת דין, לשכה משפטית, המשרד להגנת הסביבה"
שלמה,בן אליהו,שלמה בן אליהו,"מנכ""ל משרד החקלאות, משרד החקלאות ופיתוח הכפר",5,2017-01-04,משרד החקלאות ופיתוח הכפר,"מנכ""ל משרד החקלאות","שלמה בן אליהו - מנכ""ל משרד החקלאות, משרד החקלאות ופיתוח הכפר"
אסף,לוי,אסף לוי,"סמנכ""ל גורמי ייצור, משרד החקלאות ופיתוח הכפר",5,2017-01-04,משרד החקלאות ופיתוח הכפר,"סמנכ""ל גורמי ייצור","אסף לוי - סמנכ""ל גורמי ייצור, משרד החקלאות ופיתוח הכפר"
חנה,טובי,חנה טובי,"מנהלת תחום מים לחקלאות, משרד החקלאות ופיתוח הכפר",5,2017-01-04,משרד החקלאות ופיתוח הכפר,מנהלת תחום מים לחקלאות,"חנה טובי - מנהלת תחום מים לחקלאות, משרד החקלאות ופיתוח הכפר"
ישי,גוטוויליג,ישי גוטוויליג,"יועץ בכיר למנכ""ל משרד החקלאות, משרד החקלאות ופיתוח הכפר",5,2017-01-04,משרד החקלאות ופיתוח הכפר,"יועץ בכיר למנכ""ל משרד החקלאות","ישי גוטוויליג - יועץ בכיר למנכ""ל משרד החקלאות, משרד החקלאות ופיתוח הכפר"
יחזקאל,ליפשיץ,יחזקאל ליפשיץ,"סמנכ""ל תשתיות אנרגיה ומים, משרד התשתיות האנרגיה והמים",5,2017-01-04,משרד התשתיות האנרגיה והמים,"סמנכ""ל תשתיות אנרגיה ומים","יחזקאל ליפשיץ - סמנכ""ל תשתיות אנרגיה ומים, משרד התשתיות האנרגיה והמים"
רועי,גולדשטיין,רועי גולדשטיין,"ממונה ייעוץ משפטי רגולציה, משרד התשתיות האנרגיה והמים",5,2017-01-04,משרד התשתיות האנרגיה והמים,ממונה ייעוץ משפטי רגולציה,"רועי גולדשטיין - ממונה ייעוץ משפטי רגולציה, משרד התשתיות האנרגיה והמים"
תמי,שור,תמי שור,"סמנכ""ל בכירה אסדרה, רשות המים",5,2017-01-04,רשות המים,"סמנכ""ל בכירה אסדרה","תמי שור - סמנכ""ל בכירה אסדרה, רשות המים"
חנה,פרנקל,חנה פרנקל,"היועצת המשפטית, רשות המים",5,2017-01-04,רשות המים,היועצת המשפטית,"חנה פרנקל - היועצת המשפטית, רשות המים"
גלעד,פרננדס,גלעד פרננדס,"סמנכ""ל בכיר כלכלה, רשות המים",5,2017-01-04,רשות המים,"סמנכ""ל בכיר כלכלה","גלעד פרננדס - סמנכ""ל בכיר כלכלה, רשות המים"
משה,גראזי,משה גראזי,"מנהל הרשות בפועל, רשות המים",5,2017-01-04,רשות המים,מנהל הרשות בפועל,"משה גראזי - מנהל הרשות בפועל, רשות המים"
זאב,אחיפז,זאב אחיפז,"מנהל אגף תפעול, רשות המים",5,2017-01-04,רשות המים,מנהל אגף תפעול,"זאב אחיפז - מנהל אגף תפעול, רשות המים"
חי,מיארה,חי מיארה,"יועץ מנכ""ל, רשות המים",5,2017-01-04,רשות המים,"יועץ מנכ""ל","חי מיארה - יועץ מנכ""ל, רשות המים"
איתן,קשמון,איתן קשמון,"חשב רשות המים, רשות המים",5,2017-01-04,רשות המים,חשב רשות המים,"איתן קשמון - חשב רשות המים, רשות המים"
ניר,וילנר,ניר וילנר,"סגן בכיר ליועצת המשפטית, רשות המים",5,2017-01-04,רשות המים,סגן בכיר ליועצת המשפטית,"ניר וילנר - סגן בכיר ליועצת המשפטית, רשות המים"
אלון,אטקין,אלון אטקין,"יועץ כלכלי למנהל הרשות, רשות המים",5,2017-01-04,רשות המים,יועץ כלכלי למנהל הרשות,"אלון אטקין - יועץ כלכלי למנהל הרשות, רשות המים"
דוד,דהאן,דוד דהאן,"יו""ר ודובר הארגונים החברתיים בכנסת",5,2017-01-04,,,"דוד דהאן - יו""ר ודובר הארגונים החברתיים בכנסת"
פלג,אוריון,פלג אוריון,"יו""ר אגף המשק, תנועת המושבים",5,2017-01-04,תנועת המושבים,"יו""ר אגף המשק","פלג אוריון - יו""ר אגף המשק, תנועת המושבים"
יהודה,סיסו,יהודה סיסו,"מנכ""ל, תאגידי מים וביוב",5,2017-01-04,תאגידי מים וביוב,"מנכ""ל","יהודה סיסו - מנכ""ל, תאגידי מים וביוב"
יועד,לודר,יועד לודר,"יו""ר אגודת המים חוף כרמל, תאגידי מים וביוב",5,2017-01-04,תאגידי מים וביוב,"יו""ר אגודת המים חוף כרמל","יועד לודר - יו""ר אגודת המים חוף כרמל, תאגידי מים וביוב"
דורית,אורלי ארז,דורית אורלי ארז,"דוברת, תאגידי מים וביוב",5,2017-01-04,תאגידי מים וביוב,דוברת,"דורית אורלי ארז - דוברת, תאגידי מים וביוב"
רן,בן נון,רן בן נון,"יו""ר אגודת המים עמק המעיינות, תאגידי מים וביוב",5,2017-01-04,תאגידי מים וביוב,"יו""ר אגודת המים עמק המעיינות","רן בן נון - יו""ר אגודת המים עמק המעיינות, תאגידי מים וביוב"
ארז,ויסמן,ארז ויסמן,"יו""ר ארגון המים, תאגידי מים וביוב",5,2017-01-04,תאגידי מים וביוב,"יו""ר ארגון המים","ארז ויסמן - יו""ר ארגון המים, תאגידי מים וביוב"
איתן,ישראלי,איתן ישראלי,"עובד ארגון המים, תאגידי מים וביוב",5,2017-01-04,תאגידי מים וביוב,עובד ארגון המים,"איתן ישראלי - עובד ארגון המים, תאגידי מים וביוב"
רזיאל,אחרק,רזיאל אחרק,"יו""ר דירקטוריון, תאגידי מים וביוב",5,2017-01-04,תאגידי מים וביוב,"יו""ר דירקטוריון","רזיאל אחרק - יו""ר דירקטוריון, תאגידי מים וביוב"
ציון,נקאש,ציון נקאש,"כלכלן, מרכז השלטון המקומי",5,2017-01-04,מרכז השלטון המקומי,כלכלן,"ציון נקאש - כלכלן, מרכז השלטון המקומי"
דובי,אמיתי,דובי אמיתי,"נשיא, התאחדות האיכרים והחקלאים בישראל",5,2017-01-04,התאחדות האיכרים והחקלאים בישראל,נשיא,"דובי אמיתי - נשיא, התאחדות האיכרים והחקלאים בישראל"
יצחק,בן רומנו,יצחק בן רומנו,"חקלאי, התאחדות האיכרים והחקלאים בישראל",5,2017-01-04,התאחדות האיכרים והחקלאים בישראל,חקלאי,"יצחק בן רומנו - חקלאי, התאחדות האיכרים והחקלאים בישראל"
ליאור,כהן,ליאור כהן,"מייצגת את מים בגליל, התאחדות האיכרים והחקלאים בישראל",5,2017-01-04,התאחדות האיכרים והחקלאים בישראל,מייצגת את מים בגליל,"ליאור כהן - מייצגת את מים בגליל, התאחדות האיכרים והחקלאים בישראל"
דב,מרקוביץ,דב מרקוביץ,"חקלאי, התאחדות האיכרים והחקלאים בישראל",5,2017-01-04,התאחדות האיכרים והחקלאים בישראל,חקלאי,"דב מרקוביץ - חקלאי, התאחדות האיכרים והחקלאים בישראל"
סער,פאוקר,סער פאוקר,"מייצג את מים בגליל, התאחדות האיכרים והחקלאים בישראל",5,2017-01-04,התאחדות האיכרים והחקלאים בישראל,מייצג את מים בגליל,"סער פאוקר - מייצג את מים בגליל, התאחדות האיכרים והחקלאים בישראל"
ישי,פולק,ישי פולק,"מנכ""ל, התאחדות האיכרים והחקלאים בישראל",5,2017-01-04,התאחדות האיכרים והחקלאים בישראל,"מנכ""ל","ישי פולק - מנכ""ל, התאחדות האיכרים והחקלאים בישראל"
אמיר,שניידר,אמיר שניידר,"יועמ""ש, התאחדות האיכרים והחקלאים בישראל",5,2017-01-04,התאחדות האיכרים והחקלאים בישראל,"יועמ""ש","אמיר שניידר - יועמ""ש, התאחדות האיכרים והחקלאים בישראל"
נתנאל,היימן,נתנאל היימן,"מנהל אנרגיה ותשתיות, התאחדות התעשיינים",5,2017-01-04,התאחדות התעשיינים,מנהל אנרגיה ותשתיות,"נתנאל היימן - מנהל אנרגיה ותשתיות, התאחדות התעשיינים"
אלעד,נצר,אלעד נצר,"כלכלן באגף כלכלה, התאחדות התעשיינים",5,2017-01-04,התאחדות התעשיינים,כלכלן באגף כלכלה,"אלעד נצר - כלכלן באגף כלכלה, התאחדות התעשיינים"
אבשלום,וילן,אבשלום וילן,"מזכ""ל, התאחדות חקלאי ישראל",5,2017-01-04,התאחדות חקלאי ישראל,"מזכ""ל","אבשלום וילן - מזכ""ל, התאחדות חקלאי ישראל"
רחל,בורושק,רחל בורושק,"כלכלנית, התאחדות חקלאי ישראל",5,2017-01-04,התאחדות חקלאי ישראל,כלכלנית,"רחל בורושק - כלכלנית, התאחדות חקלאי ישראל"
יאיר,ריינמן,יאיר ריינמן,"יו""ר התאחדות הארגונים הקיבוציים, התאחדות חקלאי ישראל",5,2017-01-04,התאחדות חקלאי ישראל,"יו""ר התאחדות הארגונים הקיבוציים","יאיר ריינמן - יו""ר התאחדות הארגונים הקיבוציים, התאחדות חקלאי ישראל"
שי,חגג',שי חגג',"ראש המועצה האזורית מרחבים, עיריות ומועצות",5,2017-01-04,עיריות ומועצות,ראש המועצה האזורית מרחבים,"שי חגג' - ראש המועצה האזורית מרחבים, עיריות ומועצות"
עמוס,אלאל,עמוס אלאל,מוזמנים שונים,5,2017-01-04,,,עמוס אלאל - מוזמנים שונים
עפר,שביט,עפר שביט,דירקטוריון שיווק,5,2017-01-04,,,עפר שביט - דירקטוריון שיווק
איתן,ערן רוזנבלט,איתן ערן רוזנבלט,"חקלאי, מוזמנים שונים",5,2017-01-04,מוזמנים שונים,חקלאי,"איתן ערן רוזנבלט - חקלאי, מוזמנים שונים"
משה,אטח,משה אטח,דירקטוריון האיכר יבולים מהכפר,5,2017-01-04,,,משה אטח - דירקטוריון האיכר יבולים מהכפר
אברהם,דניאל,אברהם דניאל,"יו""ר התאחדות החקלאים החדשה, איגוד לשכות המסחר",5,2017-01-04,איגוד לשכות המסחר,"יו""ר התאחדות החקלאים החדשה","אברהם דניאל - יו""ר התאחדות החקלאים החדשה, איגוד לשכות המסחר"
עירית,שביט,עירית שביט,"חקלאי כמהין, מועצה אזורית רמת הנגב",5,2017-01-04,מועצה אזורית רמת הנגב,חקלאי כמהין,"עירית שביט - חקלאי כמהין, מועצה אזורית רמת הנגב"
אילה,פז,אילה פז,"חקלאי כמהין, מועצה אזורית רמת הנגב",5,2017-01-04,מועצה אזורית רמת הנגב,חקלאי כמהין,"אילה פז - חקלאי כמהין, מועצה אזורית רמת הנגב"
יעקב,מוסקוביץ,יעקב מוסקוביץ,"יו""ר הועדה החקלאית, מועצה אזורית רמת הנגב",5,2017-01-04,מועצה אזורית רמת הנגב,"יו""ר הועדה החקלאית","יעקב מוסקוביץ - יו""ר הועדה החקלאית, מועצה אזורית רמת הנגב"
דניאל,ברזלי,דניאל ברזלי,"פעילה, המשמר החברתי",5,2017-01-04,המשמר החברתי,פעילה,"דניאל ברזלי - פעילה, המשמר החברתי"
תמיר,עידאן,תמיר עידאן,"ראש רשות, מועצה אזורית שדות נגב",5,2017-01-04,מועצה אזורית שדות נגב,ראש רשות,"תמיר עידאן - ראש רשות, מועצה אזורית שדות נגב"
עדי,שקלאר,עדי שקלאר,"עוזר ראש הרשות, מועצה אזורית שדות נגב",5,2017-01-04,מועצה אזורית שדות נגב,עוזר ראש הרשות,"עדי שקלאר - עוזר ראש הרשות, מועצה אזורית שדות נגב"
רחל,וידל,רחל וידל,"שדלן/ית (גורן עמיר יועצים בע""מ), מייצג/ת את מקורות חברת המים הלאומית",5,2017-01-04,מייצג/ת את מקורות חברת המים הלאומית,"שדלן/ית (גורן עמיר יועצים בע""מ)","רחל וידל - שדלן/ית (גורן עמיר יועצים בע""מ), מייצג/ת את מקורות חברת המים הלאומית"
שושנה,שטראוס,שושנה שטראוס,"מנהלת תחום, לשכה משפטית, משרד התמ""ת",5,2017-01-11,"לשכה משפטית, משרד התמ""ת",מנהלת תחום,"מנהלת תחום, לשכה משפטית, משרד התמ""ת  - שושנה שטראוס"
הילה,צפורה רענן,הילה צפורה רענן,"עו""ד, משרד התמ""ת",5,2017-01-11,"משרד התמ""ת","עו""ד","עו""ד, משרד התמ""ת  - הילה צפורה רענן"
שי,סומך,שי סומך,"מחלקת ייעוץ וחקיקה, משרד המשפטים",5,2017-01-11,משרד המשפטים,מחלקת ייעוץ וחקיקה,"מחלקת ייעוץ וחקיקה, משרד המשפטים - שי סומך"
שושי,רשף מור,שושי רשף מור,"עו""ד, מח' משפט בינ""ל כללי, משרד החוץ",5,2017-01-11,"מח' משפט בינ""ל כללי, משרד החוץ","עו""ד","עו""ד, מח' משפט בינ""ל כללי, משרד החוץ  - שושי רשף מור"
אלכסיי,קובלנקו,אלכסיי קובלנקו,"יו""ר ועדת עובדים זרים, לשכת עו""ד",5,2017-01-11,"לשכת עו""ד","יו""ר ועדת עובדים זרים","יו""ר ועדת עובדים זרים, לשכת עו""ד  - אלכסיי קובלנקו"
אלכס,זרנופלקסקי,אלכס זרנופלקסקי,"יו""ר ועדת עובדים זרים, לשכת עו""ד",5,2017-01-11,"לשכת עו""ד","יו""ר ועדת עובדים זרים","יו""ר ועדת עובדים זרים, לשכת עו""ד  - אלכס זרנופלקסקי"
אנה,מקרוב,אנה מקרוב,"עוזרת מנכ""ל, עמותת בת דור באר שבע ע""ר",5,2017-01-11,"עמותת בת דור באר שבע ע""ר","עוזרת מנכ""ל","עוזרת מנכ""ל, עמותת בת דור באר שבע ע""ר - אנה מקרוב"
ענבל,יעקובי,ענבל יעקובי,להקת המחול בת שבע,5,2017-01-11,,,להקת המחול בת שבע - ענבל יעקובי
תני,גולדשטיין,תני גולדשטיין,"פעיל, המשמר החברתי",5,2017-01-11,המשמר החברתי,פעיל,"פעיל, המשמר החברתי  - תני גולדשטיין"
ליאור,יפה,ליאור יפה,"עוזר ליועמ""ש, המשרד לנושאים אסטרטגיים והסברה",5,2017-01-11,המשרד לנושאים אסטרטגיים והסברה,"עוזר ליועמ""ש","עוזר ליועמ""ש, המשרד לנושאים אסטרטגיים והסברה  - ליאור יפה"
נעמה,פלאי,נעמה פלאי,"עו""ד, רשות האוכלוסין",5,2017-01-11,רשות האוכלוסין,"עו""ד","עו""ד, רשות האוכלוסין  - נעמה פלאי"
יפעה,סגל,יפעה סגל,"חברת ועדה נגד חרם על ישראל בלשכת עו""ד, לשכת עו""ד",5,2017-01-11,"לשכת עו""ד","חברת ועדה נגד חרם על ישראל בלשכת עו""ד","חברת ועדה נגד חרם על ישראל בלשכת עו""ד, לשכת עו""ד  - יפעה סגל"
אוריין,לביא,אוריין לביא,"ממונת חקיקה, לשכת עו""ד",5,2017-01-11,"לשכת עו""ד",ממונת חקיקה,"ממונת חקיקה, לשכת עו""ד  - אוריין לביא"
מזל,נייגו,מזל נייגו,"ממונת חקיקה, לשכת עו""ד",5,2017-01-11,"לשכת עו""ד",ממונת חקיקה,"ממונת חקיקה, לשכת עו""ד  - מזל נייגו"
ישי,צבי פרלמן,ישי צבי פרלמן,"עוזר ליועמ""ש ר""מ, משרד האוצר",5,2016-12-26,משרד האוצר,"עוזר ליועמ""ש ר""מ","עוזר ליועמ""ש ר""מ, משרד האוצר  - ישי צבי פרלמן"
צביקה,בראל,צביקה בראל,"מנהל תחום בכיר מיזוגים ופיצולים, משרד האוצר",5,2016-12-26,משרד האוצר,מנהל תחום בכיר מיזוגים ופיצולים,"מנהל תחום בכיר מיזוגים ופיצולים, משרד האוצר  - צביקה בראל"
רעיה,עדני,רעיה עדני,"רפרנטית מים באג""ת, משרד האוצר",5,2016-12-26,משרד האוצר,"רפרנטית מים באג""ת","רפרנטית מים באג""ת, משרד האוצר  - רעיה עדני"
נעמי,ברנפלד,נעמי ברנפלד,"עו""ד במחלקה המשפטית, משרד האוצר",5,2016-12-26,משרד האוצר,"עו""ד במחלקה המשפטית","עו""ד במחלקה המשפטית, משרד האוצר  - נעמי ברנפלד"
דוד,קופל,דוד קופל,"עו""ד במחלקה המשפטית, משרד האוצר",5,2016-12-26,משרד האוצר,"עו""ד במחלקה המשפטית","עו""ד במחלקה המשפטית, משרד האוצר  - דוד קופל"
אלון,זסק,אלון זסק,"סמנכ""ל משאבי טבע, איכות הסביבה",5,2016-12-26,איכות הסביבה,"סמנכ""ל משאבי טבע","סמנכ""ל משאבי טבע, איכות הסביבה  - אלון זסק"
יעל,דקל שפריר,יעל דקל שפריר,"משפטנית, משרד המשפטים",5,2016-12-26,משרד המשפטים,משפטנית,"משפטנית, משרד המשפטים  - יעל דקל שפריר"
איתי,חוטר,איתי חוטר,"סמנכ""ל כלכלה, מרכז שלטון מקומי",5,2016-12-26,מרכז שלטון מקומי,"סמנכ""ל כלכלה","סמנכ""ל כלכלה, מרכז שלטון מקומי  - איתי חוטר"
ציון,נקאש,ציון נקאש,"כלכלן, מרכז השלטון המקומי",5,2016-12-26,מרכז השלטון המקומי,כלכלן,"כלכלן, מרכז השלטון המקומי  - ציון נקאש"
דב,צור,דב צור,ראש עיריית ראשון לציון,5,2016-12-26,,,ראש עיריית ראשון לציון - דב צור
אלעד,נצר,אלעד נצר,"כלכלן אנרגיה ותשתיות, התאחדות התעשיינים",5,2016-12-26,התאחדות התעשיינים,כלכלן אנרגיה ותשתיות,"כלכלן אנרגיה ותשתיות, התאחדות התעשיינים  - אלעד נצר"
נתנאל,היימן,נתנאל היימן,"מנהל אנרגיה ותשתיות, התאחדות התעשיינים",5,2016-12-26,התאחדות התעשיינים,מנהל אנרגיה ותשתיות,"מנהל אנרגיה ותשתיות, התאחדות התעשיינים  - נתנאל היימן"
אמנון,פרג הנדל,אמנון פרג הנדל,"פעיל, המשמר החברתי",5,2016-12-26,המשמר החברתי,פעיל,"פעיל, המשמר החברתי  - אמנון פרג הנדל"
שני,אטלי,שני אטלי,"פעילה, המשמר החברתי",5,2016-12-26,המשמר החברתי,פעילה,"פעילה, המשמר החברתי  - שני אטלי"
"עו""ד",בר כהן,"עו""ד בר כהן","עוזר יועמ""ש, הלשכה המשפטית, המשרד לביטחון הפנים",5,2016-12-26,"הלשכה המשפטית, המשרד לביטחון הפנים","עוזר יועמ""ש","עו""ד בר כהן - עוזר יועמ""ש, הלשכה המשפטית, המשרד לביטחון הפנים"
אבישי,לידני,אבישי לידני,"מנהל תחום טיוב ורגולציה, המשרד לביטחון הפנים",5,2016-12-26,המשרד לביטחון הפנים,מנהל תחום טיוב ורגולציה,"אבישי לידני - מנהל תחום טיוב ורגולציה, המשרד לביטחון הפנים"
"עו""ד",קרן גלאון,"עו""ד קרן גלאון","סגנית יועמ""ש, הרשות הארצית לכבאות והצלה",5,2016-12-26,הרשות הארצית לכבאות והצלה,"סגנית יועמ""ש","עו""ד קרן גלאון - סגנית יועמ""ש, הרשות הארצית לכבאות והצלה"
"עו""ד",אילן זמלר,"עו""ד אילן זמלר","יועמ""ש מחוז חוף, הרשות הארצית לכבאות והצלה",5,2016-12-26,הרשות הארצית לכבאות והצלה,"יועמ""ש מחוז חוף","עו""ד אילן זמלר - יועמ""ש מחוז חוף, הרשות הארצית לכבאות והצלה"
טפסר,משנה מרק טובלם,טפסר משנה מרק טובלם,"ראש ענף תקציבי הכנסות, הרשות הארצית לכבאות והצלה",5,2016-12-26,הרשות הארצית לכבאות והצלה,ראש ענף תקציבי הכנסות,"טפסר משנה מרק טובלם - ראש ענף תקציבי הכנסות, הרשות הארצית לכבאות והצלה"
"עו""ד",גבריאלה פיסמן,"עו""ד גבריאלה פיסמן","ממונה, ייעוץ וחקיקה – פלילי, משרד המשפטים",5,2016-12-26,"ייעוץ וחקיקה – פלילי, משרד המשפטים",ממונה,"עו""ד גבריאלה פיסמן - ממונה, ייעוץ וחקיקה – פלילי, משרד המשפטים"
שוהם,שיר,שוהם שיר,"מתמחה, ייעוץ וחקיקה – פלילי, משרד המשפטים",5,2016-12-26,"ייעוץ וחקיקה – פלילי, משרד המשפטים",מתמחה,"שוהם שיר - מתמחה, ייעוץ וחקיקה – פלילי, משרד המשפטים"
יואב,זקס,יואב זקס,"רח""ט טכנולוגיות בלוט""ר, משרד ראש הממשלה",5,2016-12-27,משרד ראש הממשלה,"רח""ט טכנולוגיות בלוט""ר","רח""ט טכנולוגיות בלוט""ר, משרד ראש הממשלה  - יואב זקס"
אביטל,שטרנברג,אביטל שטרנברג,"ממונה בכירה, מח' ייעוץ וחקיקה, משרד המשפטים",5,2016-12-27,"מח' ייעוץ וחקיקה, משרד המשפטים",ממונה בכירה,"ממונה בכירה, מח' ייעוץ וחקיקה, משרד המשפטים  - אביטל שטרנברג"
עירית,ויסבלום,עירית ויסבלום,"הלשכה המשפטית, רשות האוכלוסין, משרד הפנים",5,2016-12-27,"רשות האוכלוסין, משרד הפנים",הלשכה המשפטית,"הלשכה המשפטית, רשות האוכלוסין, משרד הפנים  - עירית ויסבלום"
ברוך,דדון,ברוך דדון,"מנהל אגף פרויקטים, רשות האוכלוסין, משרד הפנים",5,2016-12-27,"רשות האוכלוסין, משרד הפנים",מנהל אגף פרויקטים,"מנהל אגף פרויקטים, רשות האוכלוסין, משרד הפנים  - ברוך דדון"
אליהו,לוי,אליהו לוי,"מנהל תחום מרשם ודרכונים, רשות האוכלוסין, משרד הפנים",5,2016-12-27,"רשות האוכלוסין, משרד הפנים",מנהל תחום מרשם ודרכונים,"מנהל תחום מרשם ודרכונים, רשות האוכלוסין, משרד הפנים  - אליהו לוי"
יוגב,שמני,יוגב שמני,"מנהל אגף מערכות מידע, רשות האוכלוסין, משרד הפנים",5,2016-12-27,"רשות האוכלוסין, משרד הפנים",מנהל אגף מערכות מידע,"מנהל אגף מערכות מידע, רשות האוכלוסין, משרד הפנים  - יוגב שמני"
מרב,אברמס,מרב אברמס,"מנהלת מינהל, משרד הפנים",5,2016-12-27,משרד הפנים,מנהלת מינהל,"מנהלת מינהל, משרד הפנים  - מרב אברמס"
קרן,בהט,קרן בהט,"הלשכה המשפטית, משרד הפנים",5,2016-12-27,משרד הפנים,הלשכה המשפטית,"הלשכה המשפטית, משרד הפנים  - קרן בהט"
הדר,מרחב,הדר מרחב,"מנהלת תחום רכש ותפעול, משרד הפנים",5,2016-12-27,משרד הפנים,מנהלת תחום רכש ותפעול,"מנהלת תחום רכש ותפעול, משרד הפנים  - הדר מרחב"
מאיר,גופשטיין,מאיר גופשטיין,"מנהל תחום הגנת הפרטיות, משרד הפנים",5,2016-12-27,משרד הפנים,מנהל תחום הגנת הפרטיות,"מנהל תחום הגנת הפרטיות, משרד הפנים  - מאיר גופשטיין"
אברהם,חליבה,אברהם חליבה,"סמנכ""ל למינהל ומשאבי אנוש, משרד הפנים",5,2016-12-27,משרד הפנים,"סמנכ""ל למינהל ומשאבי אנוש","סמנכ""ל למינהל ומשאבי אנוש, משרד הפנים  - אברהם חליבה"
עמיר,אריהן,עמיר אריהן,"מנמ""ר רשות ביומטרית, משרד הפנים",5,2016-12-27,משרד הפנים,"מנמ""ר רשות ביומטרית","מנמ""ר רשות ביומטרית, משרד הפנים  - עמיר אריהן"
בר,לוי,בר לוי,"עוזרת היועמ""ש, המשרד לביטחון פנים",5,2016-12-27,המשרד לביטחון פנים,"עוזרת היועמ""ש","עוזרת היועמ""ש, המשרד לביטחון פנים  - בר לוי"
נטע,לב טוב שטח,נטע לב טוב שטח,"ראשת המעבדה לראייה דיגיטלית, המשרד לביטחון פנים",5,2016-12-27,המשרד לביטחון פנים,ראשת המעבדה לראייה דיגיטלית,"ראשת המעבדה לראייה דיגיטלית, המשרד לביטחון פנים  - נטע לב טוב שטח"
דורון,סלע,דורון סלע,"אחראית קשרי ממשל, המכון הישראלי לדמוקרטיה",5,2016-12-27,המכון הישראלי לדמוקרטיה,אחראית קשרי ממשל,"אחראית קשרי ממשל, המכון הישראלי לדמוקרטיה  - דורון סלע"
יעל,פיינשטיין,יעל פיינשטיין,"ראש תחום, הלשכה המרכזית לסטטיסטיקה",5,2016-12-27,הלשכה המרכזית לסטטיסטיקה,ראש תחום,"ראש תחום, הלשכה המרכזית לסטטיסטיקה  - יעל פיינשטיין"
יהונתן,קלינגר,יהונתן קלינגר,"יועץ משפטי, מוזמנים שונים",5,2016-12-27,מוזמנים שונים,יועץ משפטי,"יועץ משפטי, מוזמנים שונים  - יהונתן קלינגר"
קרן,גלאון,קרן גלאון,"סגנית יועמ""ש כב""ה, המשרד לביטחון פנים",5,2016-12-28,המשרד לביטחון פנים,"סגנית יועמ""ש כב""ה","קרן גלאון - סגנית יועמ""ש כב""ה, המשרד לביטחון פנים"
מרק,טובלם,מרק טובלם,"רע""ן תקציבי הכנסות כב""ה, המשרד לביטחון פנים",5,2016-12-28,המשרד לביטחון פנים,"רע""ן תקציבי הכנסות כב""ה","מרק טובלם - רע""ן תקציבי הכנסות כב""ה, המשרד לביטחון פנים"
גיא,חסון,גיא חסון,"מנהל מערכות מידע כב""ה, המשרד לביטחון פנים",5,2016-12-28,המשרד לביטחון פנים,"מנהל מערכות מידע כב""ה","גיא חסון - מנהל מערכות מידע כב""ה, המשרד לביטחון פנים"
בר,לוי,בר לוי,"ע' יועמ""ש שב""ס, המשרד לביטחון פנים",5,2016-12-28,המשרד לביטחון פנים,"ע' יועמ""ש שב""ס","בר לוי - ע' יועמ""ש שב""ס, המשרד לביטחון פנים"
שרה,ארייך,שרה ארייך,"קצינת ניהול ידע בטיחות אש, המשרד לביטחון פנים",5,2016-12-28,המשרד לביטחון פנים,קצינת ניהול ידע בטיחות אש,"שרה ארייך - קצינת ניהול ידע בטיחות אש, המשרד לביטחון פנים"
אבישי,לדאני,אבישי לדאני,"נציב את""ב, המשרד לביטחון פנים",5,2016-12-28,המשרד לביטחון פנים,"נציב את""ב","אבישי לדאני - נציב את""ב, המשרד לביטחון פנים"
עמיחי,דוד,עמיחי דוד,"רפרנט ביטחון פנים, משרד האוצר",5,2016-12-28,משרד האוצר,רפרנט ביטחון פנים,"עמיחי דוד - רפרנט ביטחון פנים, משרד האוצר"
גבי,פיסמן,גבי פיסמן,"ממונה ייעוץ וחקיקה, משרד המשפטים",5,2016-12-28,משרד המשפטים,ממונה ייעוץ וחקיקה,"גבי פיסמן - ממונה ייעוץ וחקיקה, משרד המשפטים"
הילה,זהבי,הילה זהבי,"כלכלנית, מרכז השלטון המקומי",5,2016-12-28,מרכז השלטון המקומי,כלכלנית,"הילה זהבי - כלכלנית, מרכז השלטון המקומי"
יוחאי,וג'ימה,יוחאי וג'ימה,"ראש מנהל ביטחון וחירום, מרכז השלטון המקומי",5,2016-12-28,מרכז השלטון המקומי,ראש מנהל ביטחון וחירום,"יוחאי וג'ימה - ראש מנהל ביטחון וחירום, מרכז השלטון המקומי"
אלעד,נצר,אלעד נצר,"כלכלן באגף כלכלה, התאחדות התעשיינים",5,2016-12-28,התאחדות התעשיינים,כלכלן באגף כלכלה,"אלעד נצר - כלכלן באגף כלכלה, התאחדות התעשיינים"
