first_name,last_name,full_name,position,committee,date,work_place,role,raw_line 
ראובן,פלח,ראובן פלח,מזכיר העמותה לקידום הפנימיות הטיפוליות והשיקומיות בישראל,28,2016-12-19,,,ראובן פלח - מזכיר העמותה לקידום הפנימיות הטיפוליות והשיקומיות בישראל
מתן,אלקלעי,מתן אלקלעי,"שדלן/ית (ברדוגו יועצים), אינו/ה מייצג/ת לקוחות בדיון זה (לקוחות קבועים נוספים שנושא הישיבה נוגע אליהם באופן ישיר: פורום כפרי הנוער)",28,2016-12-19,אינו/ה מייצג/ת לקוחות בדיון זה (לקוחות קבועים נוספים שנושא הישיבה נוגע אליהם באופן ישיר: פורום כפרי הנוער),שדלן/ית (ברדוגו יועצים),"מתן אלקלעי - שדלן/ית (ברדוגו יועצים), אינו/ה מייצג/ת לקוחות בדיון זה (לקוחות קבועים נוספים שנושא הישיבה נוגע אליהם באופן ישיר: פורום כפרי הנוער)"
ניבה,אזוז,ניבה אזוז,"מנהלת מחלקה, אגף קהילה, מנהל רפואה, משרד הבריאות",28,2016-12-19,"אגף קהילה, מנהל רפואה, משרד הבריאות",מנהלת מחלקה,"ניבה אזוז - מנהלת מחלקה, אגף קהילה, מנהל רפואה, משרד הבריאות"
ליאור,ברק,ליאור ברק,"האגף לפיקוח על קופות החולים, משרד הבריאות",28,2016-12-19,משרד הבריאות,האגף לפיקוח על קופות החולים,"ליאור ברק - האגף לפיקוח על קופות החולים, משרד הבריאות"
דלית,לב שדה,דלית לב שדה,"מנהלת שירות ילד ונוער, משרד הרווחה",28,2016-12-19,משרד הרווחה,מנהלת שירות ילד ונוער,"דלית לב שדה - מנהלת שירות ילד ונוער, משרד הרווחה"
מיכל,שני,מיכל שני,"נציגת רופאים בוועדה לפיתוח מדדי רצף טיפול, איגוד רופאי המשפחה",28,2016-12-19,איגוד רופאי המשפחה,נציגת רופאים בוועדה לפיתוח מדדי רצף טיפול,"מיכל שני - נציגת רופאים בוועדה לפיתוח מדדי רצף טיפול, איגוד רופאי המשפחה"
ארז,ליבל,ארז ליבל,"מנהל רפואי מחוז ירושלים, שירותי בריאות כללית",28,2016-12-19,שירותי בריאות כללית,מנהל רפואי מחוז ירושלים,"ארז ליבל - מנהל רפואי מחוז ירושלים, שירותי בריאות כללית"
אנטוני,היימן,אנטוני היימן,"מנהל המחלקה להתמחות רפואת המשפחה, חטיבת, קופת חולים מאוחדת",28,2016-12-19,"חטיבת, קופת חולים מאוחדת",מנהל המחלקה להתמחות רפואת המשפחה,"אנטוני היימן - מנהל המחלקה להתמחות רפואת המשפחה, חטיבת, קופת חולים מאוחדת"
שלמה,וינקר,שלמה וינקר,"ראש חטיבת הרפואה, קופת חולים לאומית",28,2016-12-19,קופת חולים לאומית,ראש חטיבת הרפואה,"שלמה וינקר - ראש חטיבת הרפואה, קופת חולים לאומית"
ענב,נוף שדה,ענב נוף שדה,"רפואת משפחה, מכבי שירותי בריאות",28,2016-12-19,מכבי שירותי בריאות,רפואת משפחה,"ענב נוף שדה - רפואת משפחה, מכבי שירותי בריאות"
רני,פלוטניק,רני פלוטניק,משרד הבריאות,28,2016-12-26,,,משרד הבריאות  - רני פלוטניק
טליה,אגמון,טליה אגמון,"לשכה משפטית, משרד הבריאות",28,2016-12-26,משרד הבריאות,לשכה משפטית,"לשכה משפטית, משרד הבריאות - טליה אגמון"
ישי,פאליק,ישי פאליק,"מנהל המחלקה לנהלים וסטנדרטים, משרד הבריאות",28,2016-12-26,משרד הבריאות,מנהל המחלקה לנהלים וסטנדרטים,"מנהל המחלקה לנהלים וסטנדרטים, משרד הבריאות - ישי פאליק"
"ד""ר",יורם לוטן,"ד""ר יורם לוטן","ראש האגף לרישוי מוסדות, משרד הבריאות",28,2016-12-26,משרד הבריאות,ראש האגף לרישוי מוסדות,"ראש האגף לרישוי מוסדות, משרד הבריאות - ד""ר יורם לוטן"
ח'אלד,דגש,ח'אלד דגש,"ממונה חקיקה, לשכת עו""ד",28,2016-12-26,"לשכת עו""ד",ממונה חקיקה,"ממונה חקיקה, לשכת עו""ד  - ח'אלד דגש"
"ד""ר",מאיר כהן,"ד""ר מאיר כהן","בעלים – מרפאת שער העיר, איגוד לשכות המסחר",28,2016-12-26,איגוד לשכות המסחר,בעלים – מרפאת שער העיר,"בעלים – מרפאת שער העיר, איגוד לשכות המסחר - ד""ר מאיר כהן"
"ד""ר",בלה עזריה,"ד""ר בלה עזריה",בית חולים אסותא,28,2016-12-26,,,"בית חולים אסותא - ד""ר בלה עזריה"
דנה,חוגרי,דנה חוגרי,"פעילה, המשמר החברתי",28,2016-12-26,המשמר החברתי,פעילה,"פעילה, המשמר החברתי  - דנה חוגרי"
ליעד,אילני,ליעד אילני,"שדלן/ית (גורן עמיר יועצים בע""מ), מייצג/ת את שירותי בריאות כללית",28,2016-12-26,מייצג/ת את שירותי בריאות כללית,"שדלן/ית (גורן עמיר יועצים בע""מ)","שדלן/ית (גורן עמיר יועצים בע""מ), מייצג/ת את שירותי בריאות כללית - ליעד אילני"
ציפורה,גרונשטיין,ציפורה גרונשטיין,"שדלן/ית (פרילוג בע""מ), אינו/ה מייצג/ת לקוחות בדיון זה (לקוחות קבועים נוספים שנושא הישיבה נוגע אליהם באופן ישיר: איגוד לשכות המסחר, פורום המכונים האורטופדיים)",28,2016-12-26,"אינו/ה מייצג/ת לקוחות בדיון זה (לקוחות קבועים נוספים שנושא הישיבה נוגע אליהם באופן ישיר: איגוד לשכות המסחר, פורום המכונים האורטופדיים)","שדלן/ית (פרילוג בע""מ)","שדלן/ית (פרילוג בע""מ), אינו/ה מייצג/ת לקוחות בדיון זה (לקוחות קבועים נוספים שנושא הישיבה נוגע אליהם באופן ישיר: איגוד לשכות המסחר, פורום המכונים האורטופדיים)  - ציפורה גרונשטיין"
פזית,אשל ענבל,פזית אשל ענבל,"סגנית ר' אגף שיקום ור' היח לתגמולים והטב, משרד הביטחון וצה""ל",28,2016-12-27,"משרד הביטחון וצה""ל",סגנית ר' אגף שיקום ור' היח לתגמולים והטב,"פזית אשל ענבל - סגנית ר' אגף שיקום ור' היח לתגמולים והטב, משרד הביטחון וצה""ל"
ריקי,מורד,ריקי מורד,"ר' היחידה לתגמולים והטבות, משרד הביטחון וצה""ל",28,2016-12-27,"משרד הביטחון וצה""ל",ר' היחידה לתגמולים והטבות,"ריקי מורד - ר' היחידה לתגמולים והטבות, משרד הביטחון וצה""ל"
פזית,תדהר,פזית תדהר,"מנמ""ח משפטי בכיר לשיקום נכים, משרד הביטחון וצה""ל",28,2016-12-27,"משרד הביטחון וצה""ל","מנמ""ח משפטי בכיר לשיקום נכים","פזית תדהר - מנמ""ח משפטי בכיר לשיקום נכים, משרד הביטחון וצה""ל"
נעמי,ענתבי,נעמי ענתבי,"ר' היחידה לתקציבי מנהל ושיקום, משרד הביטחון וצה""ל",28,2016-12-27,"משרד הביטחון וצה""ל",ר' היחידה לתקציבי מנהל ושיקום,"נעמי ענתבי - ר' היחידה לתקציבי מנהל ושיקום, משרד הביטחון וצה""ל"
ליאור,בראון,ליאור בראון,"רפרנטית בטחון באג""ת, משרד האוצר",28,2016-12-27,משרד האוצר,"רפרנטית בטחון באג""ת","ליאור בראון - רפרנטית בטחון באג""ת, משרד האוצר"
הדס,אגמון,הדס אגמון,"עו""ד, משרד המשפטים",28,2016-12-27,משרד המשפטים,"עו""ד","הדס אגמון - עו""ד, משרד המשפטים"
מיכל,ויצמן ניסים,מיכל ויצמן ניסים,"מנהלת תחום איבה, המוסד לביטוח לאומי",28,2016-12-27,המוסד לביטוח לאומי,מנהלת תחום איבה,"מיכל ויצמן ניסים - מנהלת תחום איבה, המוסד לביטוח לאומי"
אבנר,גולן,אבנר גולן,"מנהל אגף זכויות ורווחה, ארגון נכי צה""ל",28,2016-12-27,"ארגון נכי צה""ל",מנהל אגף זכויות ורווחה,"אבנר גולן - מנהל אגף זכויות ורווחה, ארגון נכי צה""ל"
הלל,דשן,הלל דשן,"ראש אגף תקציבים, שירותי בריאות כללית",28,2016-12-27,שירותי בריאות כללית,ראש אגף תקציבים,"הלל דשן - ראש אגף תקציבים, שירותי בריאות כללית"
עדי,כספי,עדי כספי,עמותת יתומי מערכות ישראל,28,2016-12-27,,,עדי כספי - עמותת יתומי מערכות ישראל
פזית,ענבל,פזית ענבל,"אגף שיקום נכים, משרד הביטחון",28,2016-12-27,משרד הביטחון,אגף שיקום נכים,"פזית ענבל - אגף שיקום נכים, משרד הביטחון"
מאיר,דוד,מאיר דוד,"מנהל אגף אכיפת חוקי עבודה, משרד העבודה, הרווחה והשירותים החברתיים",28,2016-12-27,"משרד העבודה, הרווחה והשירותים החברתיים",מנהל אגף אכיפת חוקי עבודה,"מאיר דוד - מנהל אגף אכיפת חוקי עבודה, משרד העבודה, הרווחה והשירותים החברתיים"
נעמי,הימיין רייש,נעמי הימיין רייש,"ראש תחום רגולציה וחקיקה בסוכנות לעסקים, משרד הכלכלה",28,2016-12-27,משרד הכלכלה,ראש תחום רגולציה וחקיקה בסוכנות לעסקים,"נעמי הימיין רייש - ראש תחום רגולציה וחקיקה בסוכנות לעסקים, משרד הכלכלה"
מרצדס,צרפתי,מרצדס צרפתי,"יועצת המנכל וממונה על חוק חופש המידע, משרד הכלכלה",28,2016-12-27,משרד הכלכלה,יועצת המנכל וממונה על חוק חופש המידע,"מרצדס צרפתי - יועצת המנכל וממונה על חוק חופש המידע, משרד הכלכלה"
שאול,ששון,שאול ששון,"מנהל תחום תעשיות, משרד הכלכלה",28,2016-12-27,משרד הכלכלה,מנהל תחום תעשיות,"שאול ששון - מנהל תחום תעשיות, משרד הכלכלה"
חמוטל,בן דור,חמוטל בן דור,"סגנית הממונה על השכר, משרד האוצר",28,2016-12-27,משרד האוצר,סגנית הממונה על השכר,"חמוטל בן דור - סגנית הממונה על השכר, משרד האוצר"
אורלי,ישי גנץ,אורלי ישי גנץ,"הלשכה המשפטית אגף השכר, משרד האוצר",28,2016-12-27,משרד האוצר,הלשכה המשפטית אגף השכר,"אורלי ישי גנץ - הלשכה המשפטית אגף השכר, משרד האוצר"
איה,דביר,איה דביר,משרד המשפטים,28,2016-12-27,,,איה דביר - משרד המשפטים
אור,רוזנמן,אור רוזנמן,"משרד העבודה, הרווחה והשירותים החברתיים",28,2016-12-27,הרווחה והשירותים החברתיים,משרד העבודה,"אור רוזנמן - משרד העבודה, הרווחה והשירותים החברתיים"
